,Unnamed: 0,product_name_fk,retail_price,discounted_price,product_name_az,retail_price.1,discounted_price.1,Similarity
4751,4751,"UpTown Metal, Alloy Necklace",450.0,399.0,"UpTown Metal, Alloy Necklace",442,503,100
4752,4752,Twella Creations Twella Magic Metal Necklace,700.0,155.0,Twella Creations Twella Magic Metal Necklace,691,192,100
4753,4753,Voylla Silver Plated Alloy Necklace,889.0,399.0,Voylla Silver Plated Alloy Necklace,877,489,100
4754,4754,Shopatplaces Solid Women's Muffler,1049.0,629.0,Shopatplaces Solid Women's Muffler,1044,709,100
4755,4755,Gear X Sports Mount 2,1299.0,950.0,Gear X Sports Mount 2,1292,1161,100
4756,4756,Kosher Kadhai 5 L,592.0,592.0,Kosher Kadhai 5 L,583,731,100
4757,4757,Hawkins Futura Hard Anodized Deep-Fry Pan 7.5 L 360 mm Kadhai 7.5 L,2650.0,2350.0,Hawkins Futura Hard Anodized Deep-Fry Pan 7.5 L 360 mm Kadhai 7.5 L,2638,2613,100
4758,4758,Voylla Yellow Gold Plated Alloy Necklace,390.0,390.0,Voylla Yellow Gold Plated Alloy Necklace,376,482,100
4759,4759,Aahana Creations Cubic Zirconia Yellow Gold Plated Alloy Necklace,1400.0,700.0,Aahana Creations Cubic Zirconia Yellow Gold Plated Alloy Necklace,1398,850,100
4760,4760,Allure Auto CM 1685 Car Mat Tata Victa,4900.0,1599.0,Allure Auto CM 1685 Car Mat Tata Victa,4888,1823,100
4761,4761,Allure Auto CM 1567 Car Mat Chevrolet Enjoy,4900.0,1599.0,Allure Auto CM 1567 Car Mat Chevrolet Enjoy,4885,1863,100
4762,4762,Tatvaarts Lady Bust Showpiece  -  29.21 cm,11999.0,11400.0,Tatvaarts Lady Bust Showpiece  -  29.21 cm,11979,14227,100
4763,4763,Ona'S Rajasthani Puppet Showpiece  -  80 cm,1500.0,799.0,Ona'S Rajasthani Puppet Showpiece  -  80 cm,1484,977,100
4764,4764,Recon SuperChef Kadhai,1100.0,715.0,Recon SuperChef Kadhai,1094,793,100
4765,4765,Allure Auto CM 469 Car Mat Hyundai Fluidic Verna,2800.0,920.0,Allure Auto CM 469 Car Mat Hyundai Fluidic Verna,2784,1129,100
4766,4766,"Vinnis Style Diva Metal, Acrylic, Alloy Necklace",650.0,450.0,"Vinnis Style Diva Metal, Acrylic, Alloy Necklace",649,510,100
4767,4767,Pigeon Gravy Premium with Lid Kadhai 6 L,1333.0,1333.0,Pigeon Gravy Premium with Lid Kadhai 6 L,1324,1560,100
4768,4768,"Voylla Metal, Alloy Necklace",600.0,470.0,"Voylla Metal, Alloy Necklace",587,551,100
4769,4769,Allure Auto CM 100 Car Mat Renault Koleos,3150.0,1350.0,Allure Auto CM 100 Car Mat Renault Koleos,3146,1555,100
4770,4770,Vaishali Bindi and Bangles Ceramic Necklace,800.0,240.0,Vaishali Bindi and Bangles Ceramic Necklace,795,268,100
4771,4771,Pratami Silk Solid Blouse Material,199.0,169.0,Pratami Silk Solid Blouse Material,195,216,100
4772,4772,Allure Auto CM 1827 Car Mat Tata Victa,4900.0,1599.0,Allure Auto CM 1827 Car Mat Tata Victa,4886,2067,100
4773,4773,Allure Auto CM 1676 Car Mat Tata Indigo,4900.0,1599.0,Allure Auto CM 1676 Car Mat Tata Indigo,4880,1971,100
4774,4774,Aaishwarya Crystal Alloy Necklace,1399.0,699.0,Aaishwarya Crystal Alloy Necklace,1379,886,100
4775,4775,Allure Auto CM 952 Car Mat Renault Koleos,4200.0,1380.0,Allure Auto CM 952 Car Mat Renault Koleos,4194,1730,100
4776,4776,Voylla Yellow Gold Plated Alloy Necklace,390.0,365.0,Voylla Yellow Gold Plated Alloy Necklace,377,416,100
4777,4777,3a Autocare xcent Car Mat Hyundai Xcent,2600.0,1750.0,3a Autocare xcent Car Mat Hyundai Xcent,2591,2230,100
4778,4778,Vijisan Beautiful Yellow Gemstone Bead Sapphire Stone Necklace,235.0,235.0,Vijisan Beautiful Yellow Gemstone Bead Sapphire Stone Necklace,216,265,100
4779,4779,Allure Auto CM 2049 Car Mat Mahindra Scorpio,4900.0,1599.0,Allure Auto CM 2049 Car Mat Mahindra Scorpio,4887,1870,100
4780,4780,Allure Auto CM 622 Car Mat Hyundai Xcent,2450.0,920.0,Allure Auto CM 622 Car Mat Hyundai Xcent,2438,1120,100
4781,4781,Vibrandz Colourful Phone Car Holder - MLVC-38,781.0,550.0,Vibrandz Colourful Phone Car Holder - MLVC-38,771,662,100
4782,4782,Fashiondeal Jacquard Checkered Blouse Material,666.0,299.0,Fashiondeal Jacquard Checkered Blouse Material,658,362,100
4783,4783,Indian House Jacquard Self Design Blouse Material,666.0,299.0,Indian House Jacquard Self Design Blouse Material,649,343,100
4784,4784,Ambitione Car Holder,599.0,175.0,Ambitione Car Holder,579,198,100
4785,4785,"Voylla Metal, Alloy Necklace",600.0,470.0,"Voylla Metal, Alloy Necklace",593,569,100
4786,4786,"Ndura Kadhai 1.7 L, 2 L",1881.0,1170.0,"Ndura Kadhai 1.7 L, 2 L",1873,1495,100
4787,4787,Dailyware Tasara Kadhai 2.5 L,899.0,769.0,Dailyware Tasara Kadhai 2.5 L,890,879,100
4788,4788,Voylla Alloy Necklace,610.0,303.0,Voylla Alloy Necklace,595,366,100
4789,4789,Star Metal Wok Kadhai 3.5 L,850.0,699.0,Star Metal Wok Kadhai 3.5 L,845,775,100
4790,4790,Wow Acrylic Necklace,299.0,199.0,Wow Acrylic Necklace,289,222,100
4791,4791,"Voylla Metal, Alloy Necklace",999.0,478.0,"Voylla Metal, Alloy Necklace",983,559,100
4792,4792,Gaoyitech Car Airvent Mount,999.0,399.0,Gaoyitech Car Airvent Mount,982,475,100
4793,4793,Voylla Metal Necklace,440.0,340.0,Voylla Metal Necklace,422,409,100
4794,4794,Nanson Kadhai 1.25 L,2240.0,1560.0,Nanson Kadhai 1.25 L,2234,1851,100
4795,4795,Zaicus Shiny Drops Statement Alloy Necklace,699.0,499.0,Zaicus Shiny Drops Statement Alloy Necklace,692,600,100
4796,4796,A M International Alloy Necklace,1450.0,510.0,A M International Alloy Necklace,1447,638,100
4797,4797,Black Diamond Non Stick Kadhai with SS Lid 24.5 cm Black Kadhai,1180.0,849.0,Black Diamond Non Stick Kadhai with SS Lid 24.5 cm Black Kadhai,1173,972,100
4798,4798,"Indian Art Villa 2.3"" X 6.9"" X 2.3"" Handmade High Quality Stainless Steel Copper Dish Serving Indian Food Daal Curry Karahi Kadai Wok Bowl Kadhai 0.7 L",1885.0,750.0,"Indian Art Villa 2.3"" X 6.9"" X 2.3"" Handmade High Quality Stainless Steel Copper Dish Serving Indian Food Daal Curry Karahi Kadai Wok Bowl Kadhai 0.7 L",1877,847,100
4799,4799,Fashiondeal Silk Embroidered Blouse Material,666.0,299.0,Fashiondeal Silk Embroidered Blouse Material,658,387,100
4800,4800,Awesome Silk Embroidered Blouse Material,1499.0,699.0,Awesome Silk Embroidered Blouse Material,1491,876,100
4801,4801,Bestech Kadhai 4 L,1225.0,980.0,Bestech Kadhai 4 L,1215,1213,100
4802,4802,Vamtek Kadhai 1.2 L,570.0,456.0,Vamtek Kadhai 1.2 L,551,572,100
4803,4803,Smiledrive Flexible Mobile Spiderpod Holder-Use It In Car Many Way,599.0,399.0,Smiledrive Flexible Mobile Spiderpod Holder-Use It In Car Many Way,589,512,100
4804,4804,Suruchi Kadhai 4.5 L,2145.0,965.0,Suruchi Kadhai 4.5 L,2144,1199,100
4805,4805,Importwala Indoor Water Fountain,2825.0,2825.0,Importwala Indoor Water Fountain,2812,3258,100
4806,4806,"Voylla Metal, Alloy Necklace",630.0,352.0,"Voylla Metal, Alloy Necklace",623,427,100
4807,4807,"Voylla Metal, Alloy Necklace",640.0,478.0,"Voylla Metal, Alloy Necklace",621,607,100
4808,4808,Voylla Fabric Necklace,440.0,440.0,Voylla Fabric Necklace,421,555,100
4809,4809,Adimani Calrusz Scarf Fabric Necklace,3000.0,549.0,Adimani Calrusz Scarf Fabric Necklace,2997,674,100
4810,4810,4D Mats Fresh Interior Car Mat Hyundai Verna Fluidic,5200.0,4800.0,4D Mats Fresh Interior Car Mat Hyundai Verna Fluidic,5196,5312,100
4811,4811,Volaliva Metal Choker,1000.0,399.0,Volaliva Metal Choker,985,509,100
4812,4812,Allure Auto CM 1142 Car Mat Chevrolet Optra,4900.0,1599.0,Allure Auto CM 1142 Car Mat Chevrolet Optra,4888,1834,100
4813,4813,Allure Auto CM 1948 Car Mat Renault Scala,4900.0,1599.0,Allure Auto CM 1948 Car Mat Renault Scala,4885,1952,100
4814,4814,"Voylla Metal, Alloy Necklace",300.0,284.0,"Voylla Metal, Alloy Necklace",290,344,100
4815,4815,Allure Auto CM 1754 Car Mat Hyundai Sonata Embera,4900.0,1599.0,Allure Auto CM 1754 Car Mat Hyundai Sonata Embera,4896,1781,100
4816,4816,Twella Creations Twella Magic Metal Necklace,900.0,245.0,Twella Creations Twella Magic Metal Necklace,897,297,100
4817,4817,Allure Auto CM 1375 Car Mat Nissan Teana,4900.0,1599.0,Allure Auto CM 1375 Car Mat Nissan Teana,4898,1814,100
4818,4818,Allure Auto CM 1705 Car Mat Chevrolet Aveo,4900.0,1599.0,Allure Auto CM 1705 Car Mat Chevrolet Aveo,4884,1811,100
4819,4819,Wow Acrylic Necklace,399.0,193.0,Wow Acrylic Necklace,388,226,100
4820,4820,Allure Auto CM 40 Car Mat Hyundai Elantra,3150.0,1350.0,Allure Auto CM 40 Car Mat Hyundai Elantra,3138,1542,100
4821,4821,Fashiondeal Cotton Embroidered Blouse Material,666.0,299.0,Fashiondeal Cotton Embroidered Blouse Material,652,343,100
4822,4822,ruchiworld rucoo27 Showpiece  -  5 cm,1599.0,650.0,ruchiworld rucoo27 Showpiece  -  5 cm,1579,725,100
4823,4823,Bergner Kadhai NA L,1499.0,1499.0,Bergner Kadhai NA L,1479,1853,100
4824,4824,"VR Designers Acrylic, Metal Necklace",800.0,240.0,"VR Designers Acrylic, Metal Necklace",796,302,100
4825,4825,Allure Auto CM 181 Car Mat Hyundai Accent,3150.0,1350.0,Allure Auto CM 181 Car Mat Hyundai Accent,3144,1600,100
4826,4826,Sygtech Windshield Car Cradle Mount Phone Holder For Samsung S5,599.0,399.0,Sygtech Windshield Car Cradle Mount Phone Holder For Samsung S5,586,459,100
4827,4827,Veinice Alloy Necklace,999.0,399.0,Veinice Alloy Necklace,992,477,100
4828,4828,Allure Auto CM 1902 Car Mat Hyundai i20,4900.0,1599.0,Allure Auto CM 1902 Car Mat Hyundai i20,4888,1952,100
4829,4829,Black Diamond Non Stick Kadhai with Glass Lid 24 cm Kadhai,1240.0,1116.0,Black Diamond Non Stick Kadhai with Glass Lid 24 cm Kadhai,1228,1248,100
4830,4830,"Voylla Pearl Metal, Alloy Necklace",450.0,370.0,"Voylla Pearl Metal, Alloy Necklace",448,440,100
4831,4831,Amzer Swiveling Air Vent Mount for HTC One M8,1399.0,1399.0,Amzer Swiveling Air Vent Mount for HTC One M8,1394,1667,100
4832,4832,Allure Auto CM 1840 Car Mat Volkswagen Beetle,4900.0,1599.0,Allure Auto CM 1840 Car Mat Volkswagen Beetle,4887,2075,100
4833,4833,NEHP NEH003 Showpiece  -  7.62 cm,299.0,299.0,NEHP NEH003 Showpiece  -  7.62 cm,281,365,100
4834,4834,PurpleYou Cotton Embroidered Blouse Material,1418.0,1099.0,PurpleYou Cotton Embroidered Blouse Material,1413,1394,100
4835,4835,"VR Designers Metal, Bone Necklace",1000.0,275.0,"VR Designers Metal, Bone Necklace",981,304,100
4836,4836,Allure Auto CM 578 Car Mat Chevrolet Tavera,2450.0,920.0,Allure Auto CM 578 Car Mat Chevrolet Tavera,2448,1150,100
4837,4837,Voylla Artifictial Floral Oxidised Silver Plated Cotton Dori Necklace,469.0,320.0,Voylla Artifictial Floral Oxidised Silver Plated Cotton Dori Necklace,453,397,100
4838,4838,Ahuja Shiny AHUJA SUH-15XT Outdoor PA System,1510.0,1510.0,Ahuja Shiny AHUJA SUH-15XT Outdoor PA System,1503,1952,100
4839,4839,Allure Auto CM 679 Car Mat Tata Grand Dicor,2450.0,920.0,Allure Auto CM 679 Car Mat Tata Grand Dicor,2430,1193,100
4840,4840,"Trinketbag Pearls & Seep Fabric, Metal Necklace",699.0,489.0,"Trinketbag Pearls & Seep Fabric, Metal Necklace",686,577,100
4841,4841,Kalash Kadhai 11.5 L,4000.0,1584.0,Kalash Kadhai 11.5 L,3996,1912,100
4842,4842,Allure Auto CM 1338 Car Mat Mahindra Quanto,4900.0,1599.0,Allure Auto CM 1338 Car Mat Mahindra Quanto,4886,1804,100
4843,4843,Trinketbag Red Tie Alloy Necklace,499.0,349.0,Trinketbag Red Tie Alloy Necklace,492,442,100
4844,4844,Neopack Universal Screen Mount,799.0,499.0,Neopack Universal Screen Mount,795,609,100
4845,4845,VR Designers Glass Necklace,400.0,150.0,VR Designers Glass Necklace,389,185,100
4846,4846,Allure Auto CM 1783 Car Mat Maruti Gypsy,4900.0,1599.0,Allure Auto CM 1783 Car Mat Maruti Gypsy,4880,1977,100
4847,4847,Fashiondeal Jacquard Self Design Blouse Material,666.0,299.0,Fashiondeal Jacquard Self Design Blouse Material,646,337,100
4848,4848,Volaliva Metal Choker,750.0,399.0,Volaliva Metal Choker,745,444,100
4849,4849,SignKraft Showpiece  -  30 cm,599.0,599.0,SignKraft Showpiece  -  30 cm,584,764,100
4850,4850,Amzer Anywhere Magnetic Vehicle Mount for HTC One M8,1699.0,1699.0,Amzer Anywhere Magnetic Vehicle Mount for HTC One M8,1693,2027,100
4851,4851,Zakaah Jewels Sterling Silver Plated Stone Necklace,999.0,499.0,Zakaah Jewels Sterling Silver Plated Stone Necklace,993,569,100
4852,4852,Allure Auto CM 1858 Car Mat Daewoo Matiz,4900.0,1599.0,Allure Auto CM 1858 Car Mat Daewoo Matiz,4897,1822,100
4853,4853,Fashiondeal Cotton Embroidered Blouse Material,666.0,299.0,Fashiondeal Cotton Embroidered Blouse Material,663,368,100
4854,4854,"Voylla Metal, Alloy Necklace",409.0,214.0,"Voylla Metal, Alloy Necklace",394,275,100
4855,4855,Accessory Mart TF Car Mat Toyota Fortuner,6000.0,3674.0,Accessory Mart TF Car Mat Toyota Fortuner,5999,4217,100
4856,4856,Allure Auto CM 546 Car Mat Tata Sumo,2800.0,920.0,Allure Auto CM 546 Car Mat Tata Sumo,2796,1194,100
4857,4857,Rajrang Wooden BSW018 Showpiece  -  28 cm,3845.0,1574.0,Rajrang Wooden BSW018 Showpiece  -  28 cm,3839,1911,100
4858,4858,Allure Auto CM 1925 Car Mat Maruti Gypsy,4900.0,1599.0,Allure Auto CM 1925 Car Mat Maruti Gypsy,4897,1900,100
4859,4859,Allure Auto CM 1471 Car Mat Hyundai Sonata Fluidic,4900.0,1599.0,Allure Auto CM 1471 Car Mat Hyundai Sonata Fluidic,4885,1893,100
4860,4860,Shoppingtara Amabari Marble Plate Showpiece  -  7 cm,1650.0,949.0,Shoppingtara Amabari Marble Plate Showpiece  -  7 cm,1632,1107,100
4861,4861,Allure Auto CM 699 Car Mat Toyota Etios Cross,2450.0,920.0,Allure Auto CM 699 Car Mat Toyota Etios Cross,2444,1119,100
4862,4862,Allure Auto CM 1067 Car Mat Maruti Celerio,4900.0,1599.0,Allure Auto CM 1067 Car Mat Maruti Celerio,4893,1931,100
4863,4863,Villcart Brass Bail Gadi Showpiece  -  5.5 cm,680.0,680.0,Villcart Brass Bail Gadi Showpiece  -  5.5 cm,666,844,100
4864,4864,Allure Auto CM 307 Car Mat Ford Fiesta,2800.0,920.0,Allure Auto CM 307 Car Mat Ford Fiesta,2789,1078,100
4865,4865,Allure Auto CM 1579 Car Mat Fiat Linea,4900.0,1599.0,Allure Auto CM 1579 Car Mat Fiat Linea,4892,2062,100
4866,4866,Allure Auto CM 1417 Car Mat Volkswagen Passat,4900.0,1599.0,Allure Auto CM 1417 Car Mat Volkswagen Passat,4892,1846,100
4867,4867,Swethamber Arts brass musical lady set of 4 statue Showpiece  -  7 cm,3500.0,3300.0,Swethamber Arts brass musical lady set of 4 statue Showpiece  -  7 cm,3481,4091,100
4868,4868,Allure Auto CM 586 Car Mat Fiat Palio,2450.0,920.0,Allure Auto CM 586 Car Mat Fiat Palio,2443,1087,100
4869,4869,Vaishali Bindi and Bangles Ceramic Necklace,1100.0,330.0,Vaishali Bindi and Bangles Ceramic Necklace,1097,399,100
4870,4870,Zaicus Beads Collar Necklaces Statement Alloy Necklace,699.0,299.0,Zaicus Beads Collar Necklaces Statement Alloy Necklace,684,352,100
4871,4871,Vtc Thumb Up Mobile Stand (Pink),499.0,89.0,Vtc Thumb Up Mobile Stand (Pink),479,107,100
4872,4872,Maple Universal with lid Kadhai 0.025 L,1385.0,999.0,Maple Universal with lid Kadhai 0.025 L,1377,1242,100
4873,4873,Volaliva Metal Choker,500.0,300.0,Volaliva Metal Choker,493,381,100
4874,4874,Fly FLY Universal Can/Cup Holder for Car,599.0,399.0,Fly FLY Universal Can/Cup Holder for Car,590,494,100
4875,4875,Easy Hi-five Hand Shape Universal mobile holder,599.0,199.0,Easy Hi-five Hand Shape Universal mobile holder,586,232,100
4876,4876,CookAid Stainless Steel with Lid Kadhai 1.2 L,759.0,759.0,CookAid Stainless Steel with Lid Kadhai 1.2 L,739,840,100
4877,4877,Disney Cars Customs Traditional Pinata,175.0,175.0,Disney Cars Customs Traditional Pinata,155,193,100
4878,4878,Allure Auto CM 266 Car Mat Tata Vista,3150.0,1350.0,Allure Auto CM 266 Car Mat Tata Vista,3138,1731,100
4879,4879,Indian House Jacquard Checkered Blouse Material,666.0,299.0,Indian House Jacquard Checkered Blouse Material,659,335,100
4880,4880,Awesome Silk Embroidered Blouse Material,1499.0,699.0,Awesome Silk Embroidered Blouse Material,1492,780,100
4881,4881,OK Small Kadhai 1.5 L,1010.0,858.0,OK Small Kadhai 1.5 L,991,1114,100
4882,4882,Pratami Cotton Silk Blend Solid Blouse Material,449.0,329.0,Pratami Cotton Silk Blend Solid Blouse Material,430,416,100
4883,4883,Peacock Kadhai 3.8 L,1155.0,1155.0,Peacock Kadhai 3.8 L,1151,1412,100
4884,4884,Voylla Alloy Necklace,420.0,414.0,Voylla Alloy Necklace,403,500,100
4885,4885,Aaradhi Divya Mantra Green Aventurine Gemstone Positive Energy Stone Necklace,1800.0,699.0,Aaradhi Divya Mantra Green Aventurine Gemstone Positive Energy Stone Necklace,1790,849,100
4886,4886,Aeoss Bike Phone Support Mobile holder,499.0,324.0,Aeoss Bike Phone Support Mobile holder,491,410,100
4887,4887,Ugam Chiffon Self Design Blouse Material,299.0,98.0,Ugam Chiffon Self Design Blouse Material,289,125,100
4888,4888,"Youshine Metal, Stone Necklace",995.0,498.0,"Youshine Metal, Stone Necklace",979,626,100
4889,4889,Indian House Cotton Embroidered Blouse Material,666.0,299.0,Indian House Cotton Embroidered Blouse Material,659,383,100
4890,4890,Ziveg Alloy Necklace,840.0,499.0,Ziveg Alloy Necklace,825,611,100
4891,4891,Orange Jeans Club Cotton Embroidered Blouse Material,1999.0,899.0,Orange Jeans Club Cotton Embroidered Blouse Material,1987,1053,100
4892,4892,Leo Natura Paniarakkal 7 Hole Kadhai NA L,780.0,649.0,Leo Natura Paniarakkal 7 Hole Kadhai NA L,766,819,100
4893,4893,Zaisch Metal Necklace,524.0,262.0,Zaisch Metal Necklace,519,296,100
4894,4894,Voylla Artificial Alloy Necklace,450.0,419.0,Voylla Artificial Alloy Necklace,442,535,100
4895,4895,Zakaah Jewels Sterling Silver Plated Stone Necklace,999.0,499.0,Zakaah Jewels Sterling Silver Plated Stone Necklace,995,619,100
4896,4896,Voylla Yellow Gold Plated Alloy Necklace,889.0,359.0,Voylla Yellow Gold Plated Alloy Necklace,870,449,100
4897,4897,VR Designers Glass Necklace,400.0,150.0,VR Designers Glass Necklace,390,172,100
4898,4898,"Voylla Metal, Alloy Necklace",360.0,310.0,"Voylla Metal, Alloy Necklace",345,391,100
4899,4899,"Voylla Metal, Alloy Necklace",510.0,310.0,"Voylla Metal, Alloy Necklace",498,402,100
4900,4900,"Voylla Metal, Alloy Necklace",510.0,410.0,"Voylla Metal, Alloy Necklace",496,503,100
4901,4901,Twella Creations Twella Magic Glass Necklace,500.0,180.0,Twella Creations Twella Magic Glass Necklace,491,233,100
4902,4902,Aaradhi Divya Mantra Hematite Gemstone Guru Bead Meditation Mala Stone Necklace,2500.0,999.0,Aaradhi Divya Mantra Hematite Gemstone Guru Bead Meditation Mala Stone Necklace,2480,1218,100
4903,4903,VR Designers Glass Necklace,400.0,120.0,VR Designers Glass Necklace,386,152,100
4904,4904,3a AUTOCARE Car Mat Nissan Terrano,3200.0,2260.0,3a AUTOCARE Car Mat Nissan Terrano,3187,2682,100
4905,4905,Vaartha Hard Anodised 3.5 L Kadhai 3.5 L,1800.0,1000.0,Vaartha Hard Anodised 3.5 L Kadhai 3.5 L,1780,1119,100
4906,4906,A M International Alloy Necklace,1499.0,555.0,A M International Alloy Necklace,1498,703,100
4907,4907,Awesome Silk Embroidered Blouse Material,1499.0,699.0,Awesome Silk Embroidered Blouse Material,1498,878,100
4908,4908,Allure Auto CM 1806 Car Mat Renault Scala,4900.0,1599.0,Allure Auto CM 1806 Car Mat Renault Scala,4895,1940,100
4909,4909,Voylla Crystal Yellow Gold Plated Alloy Necklace,429.0,309.0,Voylla Crystal Yellow Gold Plated Alloy Necklace,422,401,100
4910,4910,Aaradhi Divya Mantra Red Jasper Chip Gemstone Courage Stone Necklace,1800.0,699.0,Aaradhi Divya Mantra Red Jasper Chip Gemstone Courage Stone Necklace,1794,794,100
4911,4911,Malhar Niko Male Doll Showpiece  -  25 cm,6395.0,5436.0,Malhar Niko Male Doll Showpiece  -  25 cm,6386,6597,100
4912,4912,Thegudlook Self Design Women's Muffler,1199.0,1199.0,Thegudlook Self Design Women's Muffler,1183,1429,100
4913,4913,"Voylla Metal, Alloy Necklace",450.0,450.0,"Voylla Metal, Alloy Necklace",441,516,100
4914,4914,Sumeet Hard Anodised 14 Kadhai 3 L,1760.0,1045.0,Sumeet Hard Anodised 14 Kadhai 3 L,1751,1249,100
4915,4915,Allure Auto CM 1885 Car Mat Hyundai Accent,4900.0,1599.0,Allure Auto CM 1885 Car Mat Hyundai Accent,4898,1856,100
4916,4916,Shopaholic Dual Car Mount - JHD-20HD12,999.0,749.0,Shopaholic Dual Car Mount - JHD-20HD12,985,941,100
4917,4917,Ziveg Alloy Necklace,800.0,449.0,Ziveg Alloy Necklace,780,563,100
4918,4918,Allure Auto CM 1844 Car Mat Volkswagen Polo,4900.0,1599.0,Allure Auto CM 1844 Car Mat Volkswagen Polo,4882,1904,100
4919,4919,Voylla Artifictial Floral Oxidised Silver Plated Cotton Dori Necklace,469.0,299.0,Voylla Artifictial Floral Oxidised Silver Plated Cotton Dori Necklace,459,374,100
4920,4920,Allure Auto CM 249 Car Mat Skoda Superb,3150.0,1350.0,Allure Auto CM 249 Car Mat Skoda Superb,3131,1523,100
4921,4921,Allure Auto CM 1000 Car Mat Chevrolet Optra,4900.0,1599.0,Allure Auto CM 1000 Car Mat Chevrolet Optra,4898,1829,100
4922,4922,"Voylla Metal, Alloy Necklace",409.0,279.0,"Voylla Metal, Alloy Necklace",390,307,100
4923,4923,Bull's Eye Magnetic Cradle-Less Hinge Technology World'S Smallest Ball Head Type Car Mobile Holder Black,2199.0,1599.0,Bull's Eye Magnetic Cradle-Less Hinge Technology World'S Smallest Ball Head Type Car Mobile Holder Black,2186,2064,100
4924,4924,Voylla Artifictial Classic Plain Yellow Gold Plated Alloy Necklace,439.0,292.0,Voylla Artifictial Classic Plain Yellow Gold Plated Alloy Necklace,435,366,100
4925,4925,Allure Auto CM 1160 Car Mat Ford Figo,4900.0,1599.0,Allure Auto CM 1160 Car Mat Ford Figo,4887,2078,100
4926,4926,Zephyrr Alloy Necklace,1100.0,449.0,Zephyrr Alloy Necklace,1098,541,100
4927,4927,TRUE Bong,999.0,549.0,TRUE Bong,994,653,100
4928,4928,Allure Auto CM 124 Car Mat Tata Vista,3150.0,1350.0,Allure Auto CM 124 Car Mat Tata Vista,3144,1623,100
4929,4929,TRUE Bong,999.0,549.0,TRUE Bong,990,616,100
4930,4930,"Vinnis Metal, Alloy, Enamel Necklace",550.0,399.0,"Vinnis Metal, Alloy, Enamel Necklace",547,478,100
4931,4931,Allure Auto CM 1541 Car Mat Tata Sumo Grand,4900.0,1599.0,Allure Auto CM 1541 Car Mat Tata Sumo Grand,4881,2059,100
4932,4932,Pratami Tissue Solid Blouse Material,199.0,169.0,Pratami Tissue Solid Blouse Material,180,187,100
4933,4933,"Voylla Metal, Alloy Necklace",530.0,430.0,"Voylla Metal, Alloy Necklace",514,483,100
4934,4934,Allure Auto CM 663 Car Mat Nissan Micra,2450.0,920.0,Allure Auto CM 663 Car Mat Nissan Micra,2444,1094,100
4935,4935,Twella Creations Evergreen Glass Necklace,500.0,185.0,Twella Creations Evergreen Glass Necklace,489,223,100
4936,4936,Pratami Silk Solid Blouse Material,199.0,169.0,Pratami Silk Solid Blouse Material,195,188,100
4937,4937,Zaisch Metal Necklace,496.0,253.0,Zaisch Metal Necklace,488,323,100
4938,4938,Dailyware Kadhai 1.5 L,689.0,589.0,Dailyware Kadhai 1.5 L,671,733,100
4939,4939,MCB Exports Decorative Wooden Pot Showpiece  -  34 cm,2999.0,2699.0,MCB Exports Decorative Wooden Pot Showpiece  -  34 cm,2987,3044,100
4940,4940,"Vinnis Rolling Starlight Alloy, Enamel Necklace",599.0,450.0,"Vinnis Rolling Starlight Alloy, Enamel Necklace",595,554,100
4941,4941,Kalash Kadhai 3.5 L,1155.0,549.0,Kalash Kadhai 3.5 L,1139,680,100
4942,4942,Allure Auto CM 382 Car Mat Nissan Terrano,2800.0,920.0,Allure Auto CM 382 Car Mat Nissan Terrano,2781,1020,100
4943,4943,"Voylla Metal, Alloy Necklace",500.0,400.0,"Voylla Metal, Alloy Necklace",494,486,100
4944,4944,OBS 360 Rotating Supper Vaccum Suction Car Mount Holder Stand yellow,550.0,110.0,OBS 360 Rotating Supper Vaccum Suction Car Mount Holder Stand yellow,546,141,100
4945,4945,3a AUTOCARE Car Mat Maruti Ertiga,2500.0,2090.0,3a AUTOCARE Car Mat Maruti Ertiga,2486,2359,100
4946,4946,Aaradhi Divya Mantra Red Jasper Guru Bead Meditation Mala Stone Necklace,2500.0,999.0,Aaradhi Divya Mantra Red Jasper Guru Bead Meditation Mala Stone Necklace,2486,1149,100
4947,4947,Metallino Kadhai NA L,1110.0,721.0,Metallino Kadhai NA L,1098,840,100
4948,4948,Volaliva Metal Choker,1000.0,499.0,Volaliva Metal Choker,998,557,100
4949,4949,Allure Auto CM 2015 Car Mat HM Ambassador,4900.0,1599.0,Allure Auto CM 2015 Car Mat HM Ambassador,4885,1972,100
4950,4950,Pebbleyard Kadhai 1 L,1134.0,1134.0,Pebbleyard Kadhai 1 L,1114,1466,100
4951,4951,"Voylla Metal, Alloy Necklace",530.0,320.0,"Voylla Metal, Alloy Necklace",526,383,100
4952,4952,Allure Auto CM 2047 Car Mat Mahindra New Scorpio,4900.0,1599.0,Allure Auto CM 2047 Car Mat Mahindra New Scorpio,4897,1864,100
4953,4953,Black Stallion Jumbo Jet - without lid Kadhai 7.5 L,1140.0,1140.0,Black Stallion Jumbo Jet - without lid Kadhai 7.5 L,1124,1365,100
4954,4954,Aaradhi Divya Mantra Hematite Guru Bead Meditation Mala Stone Necklace,2500.0,999.0,Aaradhi Divya Mantra Hematite Guru Bead Meditation Mala Stone Necklace,2489,1220,100
4955,4955,Allure Auto CM 990 Car Mat Volkswagen Jetta,4200.0,1380.0,Allure Auto CM 990 Car Mat Volkswagen Jetta,4195,1791,100
